2025-05-05 12:48:01 - DECISION: accept, JOB_ID: test, TITLE: test
2025-05-05 12:48:21 - DECISION: accept, JOB_ID: test, TITLE: test
2025-05-05 13:47:08 - DECISION: reject, JOB_ID: test
2025-05-07 15:57:06 - DECISION: reject, JOB_ID: 1
2025-05-07 15:57:12 - DECISION: reject, JOB_ID: 1
2025-05-07 16:57:17 - DECISION: reject, JOB_ID: 1
2025-05-07 16:58:30 - DECISION: reject, JOB_ID: 1
2025-05-07 16:58:32 - DECISION: reject, JOB_ID: 1
2025-05-07 16:59:25 - DECISION: reject, JOB_ID: 1
2025-05-07 16:59:28 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:02 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:14 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:38 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:40 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:42 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:45 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:50 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:53 - DECISION: reject, JOB_ID: 1
2025-05-07 17:29:58 - DECISION: reject, JOB_ID: 1
2025-05-07 17:30:01 - DECISION: reject, JOB_ID: 1
2025-05-07 17:31:00 - DECISION: reject, JOB_ID: 1
2025-05-07 17:31:03 - DECISION: reject, JOB_ID: 1
2025-05-07 17:32:33 - DECISION: reject, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 17:32:39 - DECISION: reject, JOB_ID: Clinical Research Assistant (Oncology)
2025-05-07 17:32:46 - DECISION: reject, JOB_ID: 2025 Fall- CLAO, Functions Supplier Management Office Intern (4 Months)
2025-05-07 17:33:28 - DECISION: reject, JOB_ID: Full-Stack Developer (Cloud Applications)
2025-05-07 17:33:55 - DECISION: accept, JOB_ID: Software Engineering Analyst
2025-05-07 17:34:00 - DECISION: reject, JOB_ID: 2025 Fall ? Global Procurement, Developer, Intern (8 Months)
2025-05-07 17:36:08 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 17:36:17 - DECISION: reject, JOB_ID: Clinical Research Assistant (Oncology)
2025-05-07 17:36:27 - DECISION: reject, JOB_ID: 2025 Fall- CLAO, Functions Supplier Management Office Intern (4 Months)
2025-05-07 17:36:32 - DECISION: reject, JOB_ID: Civil Engineering Assistant
2025-05-07 17:38:26 - DECISION: accept, JOB_ID: Software Engineering Student Intern
2025-05-07 17:38:35 - DECISION: reject, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 17:38:47 - DECISION: accept, JOB_ID: Full-Stack Developer (Cloud Applications)
2025-05-07 17:39:13 - DECISION: accept, JOB_ID: Software Engineering Analyst
2025-05-07 17:39:37 - DECISION: accept, JOB_ID: Embedded Systems Design Engineering Intern
2025-05-07 17:40:04 - DECISION: reject, JOB_ID: Mechatronics Engineering Student
2025-05-07 17:40:13 - DECISION: accept, JOB_ID: Front-End Software Engineering Intern
2025-05-07 17:40:42 - DECISION: accept, JOB_ID: ECE FPGA Programming for Active Antenna Array Control
2025-05-07 17:40:55 - DECISION: reject, JOB_ID: Engineering & Maintenance Assistant
2025-05-07 17:41:18 - DECISION: reject, JOB_ID: Firmware Intern
2025-05-07 17:41:40 - DECISION: accept, JOB_ID: Backend Engineering
2025-05-07 17:41:53 - DECISION: reject, JOB_ID: Engineering Co-op Student (Brantford)
2025-05-07 17:41:55 - DECISION: reject, JOB_ID: Engineering Co-op Student (Cambridge)
2025-05-07 17:42:00 - DECISION: reject, JOB_ID: Front-End Developer, Sportsbook Features
2025-05-07 17:42:02 - DECISION: reject, JOB_ID: Solutions Engineering Intern (Fall/September 2025, 8+ Months)
2025-05-07 17:42:04 - DECISION: reject, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-07 17:42:07 - DECISION: reject, JOB_ID: 2025 Fall ? Global Procurement, Developer, Intern (8 Months)
2025-05-07 17:42:30 - DECISION: accept, JOB_ID: Robotics Hardware Intern
2025-05-07 18:04:18 - DECISION: accept, JOB_ID: 1
2025-05-07 18:04:24 - DECISION: accept, JOB_ID: 1
2025-05-07 18:04:40 - DECISION: accept, JOB_ID: 1
2025-05-07 18:08:58 - DECISION: accept, JOB_ID: 1
2025-05-07 18:09:02 - DECISION: accept, JOB_ID: 1
2025-05-07 18:09:25 - DECISION: accept, JOB_ID: 1
2025-05-07 18:09:26 - DECISION: accept, JOB_ID: 1
2025-05-07 18:09:27 - DECISION: accept, JOB_ID: 1
2025-05-07 18:09:46 - DECISION: accept, JOB_ID: 1
2025-05-07 18:09:46 - DECISION: accept, JOB_ID: 1
2025-05-07 18:09:46 - DECISION: accept, JOB_ID: 1
2025-05-07 18:14:37 - DECISION: accept, JOB_ID: 1
2025-05-07 18:14:38 - DECISION: accept, JOB_ID: 1
2025-05-07 18:14:56 - DECISION: accept, JOB_ID: 1
2025-05-07 18:14:58 - DECISION: accept, JOB_ID: 1
2025-05-07 18:15:43 - DECISION: accept, JOB_ID: 1
2025-05-07 18:22:26 - DECISION: accept, JOB_ID: 1
2025-05-07 18:22:28 - DECISION: accept, JOB_ID: 1
2025-05-07 18:25:05 - DECISION: accept, JOB_ID: 1
2025-05-07 18:25:12 - DECISION: accept, JOB_ID: 1
2025-05-07 18:25:51 - DECISION: accept, JOB_ID: 1
2025-05-07 18:27:48 - DECISION: accept, JOB_ID: 1
2025-05-07 18:28:59 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 18:29:09 - DECISION: accept, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-07 18:29:24 - DECISION: accept, JOB_ID: Software Engineering Student Intern
2025-05-07 18:29:25 - DECISION: accept, JOB_ID: 2025 Fall ? Global Procurement, Developer, Intern (8 Months)
2025-05-07 18:29:59 - DECISION: accept, JOB_ID: Full-Stack Developer (Cloud Applications)
2025-05-07 18:30:00 - DECISION: accept, JOB_ID: Software Engineering Analyst
2025-05-07 18:30:02 - DECISION: accept, JOB_ID: Embedded Systems Design Engineering Intern
2025-05-07 18:30:04 - DECISION: accept, JOB_ID: Mechatronics Engineering Student
2025-05-07 18:30:05 - DECISION: accept, JOB_ID: Engineering & Maintenance Assistant
2025-05-07 18:33:44 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 18:33:48 - DECISION: accept, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-07 18:34:09 - DECISION: accept, JOB_ID: Software Engineering Student Intern
2025-05-07 18:34:09 - DECISION: accept, JOB_ID: 2025 Fall ? Global Procurement, Developer, Intern (8 Months)
2025-05-07 18:34:13 - DECISION: accept, JOB_ID: Full-Stack Developer (Cloud Applications)
2025-05-07 18:36:08 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 18:36:17 - DECISION: accept, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-07 18:37:12 - DECISION: accept, JOB_ID: Software Engineering Student Intern
2025-05-07 18:37:14 - DECISION: accept, JOB_ID: Embedded Systems Design Engineering Intern
2025-05-07 18:37:15 - DECISION: accept, JOB_ID: 2025 Fall ? Global Procurement, Developer, Intern (8 Months)
2025-05-07 18:37:16 - DECISION: accept, JOB_ID: Full-Stack Developer (Cloud Applications)
2025-05-07 18:37:17 - DECISION: accept, JOB_ID: Software Engineering Analyst
2025-05-07 18:37:18 - DECISION: accept, JOB_ID: Mechatronics Engineering Student
2025-05-07 18:37:19 - DECISION: accept, JOB_ID: Engineering & Maintenance Assistant
2025-05-07 21:09:22 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 21:09:24 - DECISION: accept, JOB_ID: Software Engineering Student Intern
2025-05-07 21:09:26 - DECISION: accept, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-07 23:07:48 - DECISION: reject, JOB_ID: 1
2025-05-07 23:07:56 - DECISION: reject, JOB_ID: 1
2025-05-07 23:07:58 - DECISION: reject, JOB_ID: 1
2025-05-07 23:07:59 - DECISION: reject, JOB_ID: 1
2025-05-07 23:08:09 - DECISION: reject, JOB_ID: 1
2025-05-07 23:08:12 - DECISION: reject, JOB_ID: 1
2025-05-07 23:08:16 - DECISION: reject, JOB_ID: 1
2025-05-07 23:08:20 - DECISION: reject, JOB_ID: 1
2025-05-07 23:33:26 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 23:33:39 - DECISION: accept, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-07 23:43:01 - DECISION: accept, JOB_ID: Embedded Systems Design Engineering Intern
2025-05-07 23:43:02 - DECISION: accept, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-07 23:44:19 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-07 23:44:34 - DECISION: accept, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-07 23:52:38 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-08 00:15:38 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-08 00:15:48 - DECISION: accept, JOB_ID: Clinical Research Assistant (Oncology)
2025-05-08 00:18:37 - DECISION: accept, JOB_ID: 1
2025-05-08 00:21:50 - DECISION: accept, JOB_ID: 1
2025-05-08 00:21:51 - DECISION: accept, JOB_ID: 1
2025-05-08 00:22:45 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-08 00:23:04 - DECISION: accept, JOB_ID: Clinical Research Assistant (Oncology)
2025-05-08 00:23:05 - DECISION: accept, JOB_ID: 2025 Fall- CLAO, Functions Supplier Management Office Intern (4 Months)
2025-05-08 00:26:14 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-08 00:26:34 - DECISION: accept, JOB_ID: Capital Markets, Client Data Analyst Fall 2025 Co-Op (8 Months)
2025-05-08 00:26:34 - DECISION: accept, JOB_ID: Software Engineering Student Intern
2025-05-08 00:30:21 - DECISION: accept, JOB_ID: 1
2025-05-08 00:30:29 - DECISION: accept, JOB_ID: 1
2025-05-08 00:30:41 - DECISION: accept, JOB_ID: 1
2025-05-08 00:30:51 - DECISION: accept, JOB_ID: 1
2025-05-08 00:30:51 - DECISION: accept, JOB_ID: 1
2025-05-08 00:32:16 - DECISION: accept, JOB_ID: Software Developer, Marketplace Foundations
2025-05-08 00:32:16 - DECISION: accept, JOB_ID: Clinical Research Assistant (Oncology)
2025-05-08 00:32:28 - DECISION: accept, JOB_ID: 2025 Fall- CLAO, Functions Supplier Management Office Intern (4 Months)
2025-05-08 00:32:39 - DECISION: accept, JOB_ID: Civil Engineering Assistant
2025-05-08 00:32:40 - DECISION: accept, JOB_ID: 2025 CFO, Fall - Strategic Design and Execution Student (4 months)
2025-05-08 09:48:21 - DECISION: accept, JOB_ID: 1
2025-05-08 11:46:10 - DECISION: reject, JOB_ID: 1
2025-05-08 11:52:08 - DECISION: reject, JOB_ID: 1
2025-05-08 11:52:12 - DECISION: reject, JOB_ID: 1
2025-05-08 13:30:40 - DECISION: reject, JOB_ID: Opportunities at Triumf
2025-05-08 13:31:05 - DECISION: accept, JOB_ID: Associate DevOps Engineering
2025-05-08 13:31:27 - DECISION: accept, JOB_ID: Co-op Program: Software Engineering Intern Concept for a simulation tool framework
2025-05-08 13:31:53 - DECISION: reject, JOB_ID: System Verification Intern
2025-05-08 13:31:55 - DECISION: reject, JOB_ID: Solutions Engineering Intern (Fall/September 2025, 8+ Months)
2025-05-08 13:31:57 - DECISION: accept, JOB_ID: AI and Data Science Intern
2025-05-08 13:32:00 - DECISION: reject, JOB_ID: Full-Stack Developer
2025-05-08 13:35:06 - DECISION: accept, JOB_ID: AI/ML DevOps Intern
2025-05-08 13:36:46 - DECISION: reject, JOB_ID: Opportunities at Triumf
2025-05-08 13:37:02 - DECISION: accept, JOB_ID: AI/ML DevOps Intern
2025-05-08 13:37:26 - DECISION: reject, JOB_ID: Research Assistant in the Field of Computer Vision and Robotics in the Domain of Aircraft Production
2025-05-08 13:37:30 - DECISION: accept, JOB_ID: Associate DevOps Engineering
2025-05-08 13:37:48 - DECISION: reject, JOB_ID: Software Developer
2025-05-08 13:37:59 - DECISION: accept, JOB_ID: Co-op Program: Software Engineering Intern Concept for a simulation tool framework
2025-05-08 13:38:10 - DECISION: accept, JOB_ID: Data Science and Machine Learning Intern
2025-05-08 15:06:21 - DECISION: reject, JOB_ID: 418754
2025-05-08 15:06:22 - DECISION: accept, JOB_ID: 418697
2025-05-08 15:06:27 - DECISION: accept, JOB_ID: 418781
2025-05-08 15:06:28 - DECISION: reject, JOB_ID: 418713
2025-05-08 15:06:31 - DECISION: reject, JOB_ID: 418684
2025-05-08 15:06:33 - DECISION: reject, JOB_ID: 418718
2025-05-08 15:06:34 - DECISION: reject, JOB_ID: 418717
2025-05-08 15:06:47 - DECISION: reject, JOB_ID: 418767
2025-05-08 15:06:57 - DECISION: reject, JOB_ID: 418653
2025-05-08 15:07:04 - DECISION: accept, JOB_ID: 418641
2025-05-08 15:07:09 - DECISION: reject, JOB_ID: 418629
2025-05-08 15:07:35 - DECISION: reject, JOB_ID: 418619
2025-05-08 15:07:39 - DECISION: accept, JOB_ID: 418608
2025-05-08 15:07:41 - DECISION: reject, JOB_ID: 418614
2025-05-08 15:10:16 - DECISION: accept, JOB_ID: 418600
2025-05-08 15:10:16 - DECISION: accept, JOB_ID: 418600
2025-05-08 15:10:16 - DECISION: accept, JOB_ID: 418600
2025-05-08 15:10:25 - DECISION: accept, JOB_ID: 418781
2025-05-08 15:10:29 - DECISION: accept, JOB_ID: 418697
2025-05-08 15:10:34 - DECISION: accept, JOB_ID: 418641
2025-05-08 15:10:40 - DECISION: reject, JOB_ID: 418780
2025-05-08 15:10:43 - DECISION: reject, JOB_ID: 418619
2025-05-08 15:10:50 - DECISION: reject, JOB_ID: 418614
2025-05-08 15:18:23 - DECISION: accept, JOB_ID: 418600
2025-05-08 15:18:26 - DECISION: accept, JOB_ID: 418608
2025-05-08 15:18:28 - DECISION: accept, JOB_ID: 418582
2025-05-08 15:18:29 - DECISION: accept, JOB_ID: 418697
2025-05-08 15:18:31 - DECISION: accept, JOB_ID: 418641
2025-05-08 15:18:42 - DECISION: reject, JOB_ID: 418704
2025-05-08 15:18:55 - DECISION: accept, JOB_ID: 418571
2025-05-08 15:18:58 - DECISION: reject, JOB_ID: 418754
2025-05-08 15:19:00 - DECISION: reject, JOB_ID: 418586
2025-05-08 15:19:02 - DECISION: reject, JOB_ID: 418583
2025-05-08 15:19:05 - DECISION: reject, JOB_ID: 418684
2025-05-08 15:19:24 - DECISION: reject, JOB_ID: 418584
2025-05-08 15:19:32 - DECISION: reject, JOB_ID: 418771
2025-05-08 15:19:35 - DECISION: reject, JOB_ID: 418578
2025-05-08 15:19:37 - DECISION: reject, JOB_ID: 418713
2025-05-08 15:19:41 - DECISION: accept, JOB_ID: 418596
2025-05-08 15:27:10 - DECISION: reject, JOB_ID: 418570
2025-05-08 15:27:19 - DECISION: accept, JOB_ID: 418543
2025-05-08 15:27:21 - DECISION: accept, JOB_ID: 418568
2025-05-08 15:27:24 - DECISION: accept, JOB_ID: 418563
2025-05-08 15:27:27 - DECISION: accept, JOB_ID: 418553
2025-05-08 15:27:29 - DECISION: reject, JOB_ID: 418569
2025-05-08 15:28:00 - DECISION: reject, JOB_ID: 418557
2025-05-08 15:28:17 - DECISION: accept, JOB_ID: 418531
2025-05-08 15:28:22 - DECISION: accept, JOB_ID: 418527
2025-05-08 15:28:30 - DECISION: accept, JOB_ID: 418529
2025-05-08 15:28:35 - DECISION: accept, JOB_ID: 418522
2025-05-08 15:28:45 - DECISION: accept, JOB_ID: 418554
2025-05-08 15:29:05 - DECISION: reject, JOB_ID: 418520
2025-05-08 15:29:12 - DECISION: reject, JOB_ID: 418552
2025-05-08 15:29:21 - DECISION: accept, JOB_ID: 418534
2025-05-08 15:29:38 - DECISION: reject, JOB_ID: 418541
2025-05-08 15:29:55 - DECISION: accept, JOB_ID: 418476
2025-05-08 15:30:12 - DECISION: accept, JOB_ID: 418474
2025-05-08 15:30:16 - DECISION: accept, JOB_ID: 418472
2025-05-08 15:30:21 - DECISION: reject, JOB_ID: 418515
2025-05-08 15:30:25 - DECISION: reject, JOB_ID: 418489
2025-05-08 15:30:35 - DECISION: accept, JOB_ID: 418466
2025-05-08 15:30:37 - DECISION: reject, JOB_ID: 418465
2025-05-08 15:30:39 - DECISION: reject, JOB_ID: 418767
2025-05-08 15:30:40 - DECISION: reject, JOB_ID: 418718
2025-05-08 15:30:41 - DECISION: reject, JOB_ID: 418717
2025-05-08 15:30:43 - DECISION: reject, JOB_ID: 418629
2025-05-08 15:30:44 - DECISION: reject, JOB_ID: 418619
2025-05-08 15:30:46 - DECISION: reject, JOB_ID: 418556
2025-05-08 15:38:11 - DECISION: accept, JOB_ID: 418771
2025-05-08 15:38:11 - DECISION: accept, JOB_ID: 418780
2025-05-08 15:38:12 - DECISION: accept, JOB_ID: 418776
2025-05-08 15:48:51 - DECISION: reject, JOB_ID: 1
2025-05-08 15:48:54 - DECISION: reject, JOB_ID: 1
2025-05-08 15:48:57 - DECISION: reject, JOB_ID: 1
2025-05-08 15:48:59 - DECISION: reject, JOB_ID: 1
2025-05-08 15:49:02 - DECISION: reject, JOB_ID: 1
2025-05-08 15:49:04 - DECISION: reject, JOB_ID: 1
2025-05-08 15:49:04 - DECISION: reject, JOB_ID: 1
2025-05-08 15:49:06 - DECISION: reject, JOB_ID: 1
2025-05-08 15:49:07 - DECISION: reject, JOB_ID: 1
2025-05-08 15:49:08 - DECISION: reject, JOB_ID: 1
2025-05-08 15:54:24 - DECISION: reject, JOB_ID: 1
2025-05-08 15:54:30 - DECISION: accept, JOB_ID: 1
2025-05-08 15:56:57 - DECISION: reject, JOB_ID: 1
2025-05-08 15:58:51 - DECISION: reject, JOB_ID: 418767
2025-05-08 15:59:50 - DECISION: reject, JOB_ID: 418704
2025-05-08 15:59:54 - DECISION: accept, JOB_ID: 418697
2025-05-08 16:00:13 - DECISION: accept, JOB_ID: 418608
2025-05-08 16:00:17 - DECISION: reject, JOB_ID: 418578
2025-05-08 16:00:24 - DECISION: accept, JOB_ID: 418582
2025-05-08 16:00:26 - DECISION: accept, JOB_ID: 418619
2025-05-08 16:00:30 - DECISION: accept, JOB_ID: 418553
2025-05-08 16:00:32 - DECISION: accept, JOB_ID: 418600
2025-05-08 16:00:35 - DECISION: accept, JOB_ID: 418556
2025-05-08 16:00:36 - DECISION: accept, JOB_ID: 418543
2025-05-08 16:00:40 - DECISION: accept, JOB_ID: 418541
2025-05-08 16:00:47 - DECISION: reject, JOB_ID: 418584
2025-05-08 16:00:52 - DECISION: accept, JOB_ID: 418531
2025-05-08 16:00:54 - DECISION: accept, JOB_ID: 418529
2025-05-08 16:00:57 - DECISION: accept, JOB_ID: 418522
2025-05-08 16:01:21 - DECISION: reject, JOB_ID: 418527
2025-05-08 16:01:21 - DECISION: reject, JOB_ID: 418527
2025-05-08 16:01:24 - DECISION: accept, JOB_ID: 418476
2025-05-08 16:09:12 - DECISION: accept, JOB_ID: 418697
2025-05-08 16:09:14 - DECISION: accept, JOB_ID: 418771
2025-05-08 16:09:16 - DECISION: reject, JOB_ID: 418754
2025-05-08 16:09:28 - DECISION: reject, JOB_ID: 418704
2025-05-08 16:09:30 - DECISION: accept, JOB_ID: 418641
2025-05-08 16:09:37 - DECISION: reject, JOB_ID: 418619
2025-05-08 16:09:43 - DECISION: accept, JOB_ID: 418608
2025-05-08 16:09:45 - DECISION: accept, JOB_ID: 418588
2025-05-08 16:09:47 - DECISION: accept, JOB_ID: 418600
2025-05-08 16:09:50 - DECISION: reject, JOB_ID: 418686
2025-05-08 16:10:01 - DECISION: reject, JOB_ID: 418629
2025-05-08 16:10:04 - DECISION: accept, JOB_ID: 418583
2025-05-08 16:10:08 - DECISION: reject, JOB_ID: 418614
2025-05-08 16:10:10 - DECISION: accept, JOB_ID: 418582
2025-05-08 16:10:11 - DECISION: reject, JOB_ID: 418596
2025-05-08 16:10:12 - DECISION: reject, JOB_ID: 418584
2025-05-08 16:10:13 - DECISION: reject, JOB_ID: 418578
2025-05-08 16:10:14 - DECISION: accept, JOB_ID: 418653
2025-05-08 16:10:33 - DECISION: reject, JOB_ID: 418586
2025-05-08 16:10:38 - DECISION: accept, JOB_ID: 418571
2025-05-08 16:10:39 - DECISION: reject, JOB_ID: 418570
2025-05-08 16:10:43 - DECISION: accept, JOB_ID: 418568
2025-05-08 16:10:45 - DECISION: reject, JOB_ID: 418557
2025-05-08 16:10:46 - DECISION: reject, JOB_ID: 418563
2025-05-08 16:10:47 - DECISION: reject, JOB_ID: 418718
2025-05-08 16:10:49 - DECISION: reject, JOB_ID: 418556
2025-05-08 16:10:50 - DECISION: reject, JOB_ID: 418717
2025-05-08 16:10:53 - DECISION: reject, JOB_ID: 418684
2025-05-08 16:10:56 - DECISION: reject, JOB_ID: 418569
2025-05-08 16:10:58 - DECISION: reject, JOB_ID: 418713
2025-05-08 16:11:00 - DECISION: reject, JOB_ID: 418767
2025-05-08 16:16:48 - DECISION: reject, JOB_ID: 418767
2025-05-08 16:16:56 - DECISION: reject, JOB_ID: 418754
2025-05-08 16:17:03 - DECISION: reject, JOB_ID: 418718
2025-05-08 16:17:06 - DECISION: reject, JOB_ID: 418704
2025-05-08 16:17:11 - DECISION: reject, JOB_ID: 418717
2025-05-08 16:22:48 - DECISION: reject, JOB_ID: 418754
2025-05-08 16:22:49 - DECISION: reject, JOB_ID: 418718
2025-05-08 16:22:50 - DECISION: reject, JOB_ID: 418717
2025-05-08 16:22:51 - DECISION: reject, JOB_ID: 418812
2025-05-08 16:22:52 - DECISION: reject, JOB_ID: 418767
2025-05-08 16:22:53 - DECISION: reject, JOB_ID: 418713
2025-05-08 16:23:07 - DECISION: reject, JOB_ID: 418704
2025-05-08 16:23:08 - DECISION: accept, JOB_ID: 418697
2025-05-08 16:23:14 - DECISION: accept, JOB_ID: 418686
2025-05-08 16:23:15 - DECISION: reject, JOB_ID: 418653
2025-05-08 16:23:17 - DECISION: reject, JOB_ID: 418684
2025-05-08 16:23:24 - DECISION: accept, JOB_ID: 418641
2025-05-08 16:23:27 - DECISION: reject, JOB_ID: 418629
2025-05-08 16:23:27 - DECISION: reject, JOB_ID: 418619
2025-05-08 16:23:31 - DECISION: reject, JOB_ID: 418614
2025-05-08 16:23:56 - DECISION: accept, JOB_ID: 418600
2025-05-08 16:24:00 - DECISION: accept, JOB_ID: 418608
2025-05-08 16:24:23 - DECISION: accept, JOB_ID: 418598
2025-05-08 16:24:28 - DECISION: accept, JOB_ID: 418588
2025-05-08 16:24:30 - DECISION: reject, JOB_ID: 418584
2025-05-08 16:24:46 - DECISION: reject, JOB_ID: 418586
2025-05-08 16:24:50 - DECISION: accept, JOB_ID: 418582
2025-05-08 16:24:52 - DECISION: accept, JOB_ID: 418571
2025-05-08 16:24:54 - DECISION: reject, JOB_ID: 418583
2025-05-08 16:24:55 - DECISION: reject, JOB_ID: 418578
2025-05-08 16:24:56 - DECISION: reject, JOB_ID: 418570
2025-05-08 16:24:58 - DECISION: reject, JOB_ID: 418596
2025-05-08 16:25:00 - DECISION: reject, JOB_ID: 418569
2025-05-08 16:25:03 - DECISION: reject, JOB_ID: 418568
2025-05-08 16:25:12 - DECISION: reject, JOB_ID: 418563
2025-05-08 16:25:47 - DECISION: reject, JOB_ID: 418557
2025-05-08 16:25:57 - DECISION: accept, JOB_ID: 418554
2025-05-08 16:26:00 - DECISION: accept, JOB_ID: 418543
2025-05-08 16:26:01 - DECISION: accept, JOB_ID: 418555
2025-05-08 16:26:03 - DECISION: accept, JOB_ID: 418552
2025-05-08 16:26:07 - DECISION: reject, JOB_ID: 418553
2025-05-08 16:26:08 - DECISION: reject, JOB_ID: 418556
2025-05-08 16:26:10 - DECISION: reject, JOB_ID: 418541
2025-05-08 16:26:12 - DECISION: reject, JOB_ID: 418547
2025-05-08 16:26:15 - DECISION: reject, JOB_ID: 418539
2025-05-08 16:26:17 - DECISION: accept, JOB_ID: 418534
2025-05-08 16:26:29 - DECISION: accept, JOB_ID: 418531
2025-05-08 16:26:47 - DECISION: accept, JOB_ID: 418529
2025-05-08 16:27:15 - DECISION: accept, JOB_ID: 418522
2025-05-08 16:27:21 - DECISION: accept, JOB_ID: 418527
2025-05-08 16:27:28 - DECISION: accept, JOB_ID: 418474
2025-05-08 16:27:43 - DECISION: accept, JOB_ID: 418472
2025-05-08 16:27:45 - DECISION: reject, JOB_ID: 418466
2025-05-08 16:27:47 - DECISION: reject, JOB_ID: 418520
2025-05-08 16:27:54 - DECISION: reject, JOB_ID: 418515
2025-05-08 16:27:56 - DECISION: reject, JOB_ID: 418460
2025-05-08 16:27:57 - DECISION: reject, JOB_ID: 418489
2025-05-08 16:28:05 - DECISION: reject, JOB_ID: 418484
2025-05-08 16:28:10 - DECISION: accept, JOB_ID: 418476
2025-05-08 16:28:14 - DECISION: reject, JOB_ID: 418464
2025-05-08 16:28:16 - DECISION: reject, JOB_ID: 418473
2025-05-08 16:28:21 - DECISION: reject, JOB_ID: 418465
2025-05-08 16:28:28 - DECISION: accept, JOB_ID: 418454
2025-05-08 16:29:24 - DECISION: accept, JOB_ID: 418448
2025-05-08 16:29:25 - DECISION: reject, JOB_ID: 418443
2025-05-08 16:29:54 - DECISION: reject, JOB_ID: 418432
2025-05-08 16:39:16 - DECISION: reject, JOB_ID: 418833
2025-05-08 16:39:17 - DECISION: reject, JOB_ID: 418812
2025-05-08 16:39:53 - DECISION: reject, JOB_ID: 418810
2025-05-08 16:40:08 - DECISION: reject, JOB_ID: 418718
2025-05-08 16:40:46 - DECISION: reject, JOB_ID: 418717
2025-05-08 16:40:46 - DECISION: reject, JOB_ID: 418713
2025-05-08 16:42:09 - DECISION: accept, JOB_ID: 418697
2025-05-08 16:42:37 - DECISION: accept, JOB_ID: 418686
2025-05-08 16:42:51 - DECISION: accept, JOB_ID: 418641
2025-05-08 16:46:43 - DECISION: reject, JOB_ID: 418771
2025-05-08 16:46:44 - DECISION: reject, JOB_ID: 418812
2025-05-08 16:46:45 - DECISION: reject, JOB_ID: 418810
2025-05-08 16:46:53 - DECISION: accept, JOB_ID: 418781
2025-05-08 16:50:14 - DECISION: reject, JOB_ID: 418771
2025-05-08 16:50:25 - DECISION: accept, JOB_ID: 418781
2025-05-08 16:50:26 - DECISION: reject, JOB_ID: 418812
2025-05-08 16:50:27 - DECISION: reject, JOB_ID: 418810
2025-05-08 16:50:30 - DECISION: reject, JOB_ID: 418780
2025-05-08 16:51:26 - DECISION: reject, JOB_ID: 418776
2025-05-08 16:52:07 - DECISION: reject, JOB_ID: 418775
2025-05-08 16:53:37 - DECISION: reject, JOB_ID: 418772
2025-05-08 16:53:38 - DECISION: reject, JOB_ID: 418771
2025-05-08 16:53:40 - DECISION: reject, JOB_ID: 418767
2025-05-08 16:53:42 - DECISION: reject, JOB_ID: 418764
2025-05-08 16:53:42 - DECISION: reject, JOB_ID: 418762
2025-05-08 16:54:04 - DECISION: reject, JOB_ID: 418754
2025-05-08 16:54:05 - DECISION: reject, JOB_ID: 418743
2025-05-08 16:54:45 - DECISION: accept, JOB_ID: 418608
2025-05-08 16:54:47 - DECISION: reject, JOB_ID: 418614
2025-05-08 16:54:54 - DECISION: accept, JOB_ID: 418600
2025-05-08 16:55:16 - DECISION: accept, JOB_ID: 418598
2025-05-08 16:55:24 - DECISION: reject, JOB_ID: 418596
